title,description,date
WHAT TO EXPECT FROM THIS YEAR’S OFFENSE,"C.J. Stroud, Jaxon Smith-Njigba and TreVeyon Henderson headline an Ohio State offense that has every intention of repeating as the top unit in the country in 2022.",2022-08-27
SAFELITE TO SPONSOR FIELD AT OHIO STADIUM,"While the name of Ohio Stadium remains unchanged, the playing surface inside the stadium will now be known as Safelite Field.",2022-08-26
SCHOLARSHIP MADE JOHNSON “HUNGRIER”,"A walk-on for three full seasons at Ohio State, Xavier Johnson was put on scholarship before last year’s Oregon game and has been driven to make a difference ever since.",2022-08-26
RANKING OSU’S GAMES BY WIN CONFIDENCE,The Eleven Warriors staff ranks Ohio State’s 12 regular-season games from the ones we’d bet the most money on the Buckeyes winning to those on which we’d bet the least.,2022-08-26
SIX BUCKEYES MAKE NFL’S TOP 100 OF 2022,"Nick Bosa, Joey Bosa, Cameron Heyward, Corey Linsley, Denzel Ward and Marshon Lattimore are the six Buckeyes on NFL Network’s Top 100 Players of 2022.",2022-08-25
FRYE BRINGS NEW LOOKS TO THE RUN GAME,"The last time Ryan Day and Justin Frye worked together, their running back won the Doak Walker award. This season, they must help the Buckeye rushing attack find another gear.",2022-08-25
BUCKEYES LAUNCH COLUMBUS NIL CLUB,"Ohio State football players have partnered with YOKE to launch the Columbus NIL Club, a player-led community that will allow fans to participate in digital events with players.",2022-08-25
HARTLINE USES GENUINE APPROACH TO RECRUIT,"While Brian Hartline doesn't think there's an exact science to recruiting, he believes the best approach is to be authentic with any prospective player.",2022-08-25
BURKE SAYS “BIG CHANGE” COMING FOR OSU D,"After a breakout freshman season as Ohio State's defensive snaps leader in 2021, Denzel Burke is “a lot more confident” in both himself and the Buckeye defense in 2022.",2022-08-25
BABB STILL CONFIDENT DESPITE SETBACK,"Kamryn Babb described his recent knee injury as “just a little nick,” and the fifth-year Ohio State wide receiver still believes he’ll be able to show what he can do this...",2022-08-25
OSU WIDEOUTS EMBRACE HIGH EXPECTATIONS,"Brian Hartline, Parker Fleming, seven Ohio State wide receivers and Bradley Robinson met with reporters Wednesday and embraced Ohio State's massive expectations for 2022.",2022-08-24
"PART HOPE, PART HYPE, PART GOSPEL, PART DECEPTION",Part Two of the 2022 Situational Ohio State Season Preview. Encore! Encore!,2022-08-24
RANKING OSU’S GAMES BY WIN CONFIDENCE,We rank Ohio State’s 12 regular-season games by our confidence the Buckeyes will win and make some additional predictions for how the 2022 season will play out.,2022-08-24
RANSOM IMPRESSING AFTER OFFSEASON RECOVERY,An “exceptional camp” is giving Lathan Ransom a chance to earn a role in Ohio State’s secondary even though he spent most of the offseason recovering from a broken leg.,2022-08-24
“HE'S REALLY THE BEST I'VE BEEN AROUND“,C.J. Stroud’s football intelligence and mastery of the Buckeye offense have impressed Ohio State coaches on both sides of the ball during fall camp.,2022-08-24
"MCCALISTER, DBS DISCUSS NEW-LOOK SECONDARY","Tim Walton, Perry Eliano and eight Ohio State defensive backs met with reporters Tuesday and stressed that the Buckeyes' secondary has taken a step in the right direction.",2022-08-23
KNOWLES WANTS TO LIMIT BACK END ROTATION,The frantic defensive substitutions employed by the Buckeye coaching staff early last season appear to be a thing of the past – at least in the back seven.,2022-08-23
SEASON PREVIEW ROUNDTABLE,"Our season preview series continues as Ramzy Nasrallah, Chase Brown and Matt Gutridge join the 11W roundtable.",2022-08-23
A LOOK AT ALL 12 GAMES ON THE SCHEDULE,"Ohio State has all the ingredients to be one of the best teams in college football this season, but a loaded regular-season schedule will prove how great the Buckeyes can be.",2022-08-23
KNOWLES “VERY COMFORTABLE” WITH DEFENSE,Jim Knowles says he has installed 50% more of his defense over the last two weeks and that the defense is “absolutely” further along than he expected it to be at this point.,2022-08-22
FIVE PRESEASON AP ALL-AMERICANS,"Five Ohio State players make this year’s preseason AP All-American teams, the second-most in the country behind Alabama.",2022-08-22
TRAYANUM GETTING REPS AT RUNNING BACK,"Ryan Day says Ohio State can use Chip Trayanum as “rain insurance” at running back this season, although Dallan Hayden has emerged as RB3 for the Buckeyes.",2022-08-22
DAY EXPECTS BUCKS TO BE HEALTHY WEEK 1,Ryan Day expects Ohio State to be at full strength before the season opener and says Chip Trayanum could play a dual role at RB and LB in emergency situations.,2022-08-22
BABB TO MISS TIME WITH INJURY AGAIN,"Fifth-year senior wide receiver Kamryn Babb, who has already missed three full seasons at Ohio State due to torn ACLs, will miss the start of the season after another setback.",2022-08-22
MCCORD’S IMPROVEMENT IS “NIGHT AND DAY”,"Despite being a backup quarterback for the Buckeyes once again, Kyle McCord's confidence is growing as he maintains “the mindset of being the starter.”",2022-08-22
A FULL LOOK AT THE 2022 COACHING STAFF,"Jim Knowles, Tim Walton, Perry Eliano and Justin Frye join Ohio State’s full-time coaching staff while the support staff also features many new faces.",2022-08-22
11W’S CFP AND HEISMAN PICKS,"C.J. Stroud is the majority of the Eleven Warriors staff's selection to win the Heisman Trophy, while Ohio State is the overwhelming pick to win the national championship.",2022-08-21
KENYATTA JACKSON LOSES BLACK STRIPE,"Kenyatta Jackson follows Kyion Grayes and Dallan Hayden as the third Ohio State freshman to shed his black stripe and ""officially"" become a Buckeye on Saturday.",2022-08-20
HAYDEN SHEDS BLACK STRIPE,Freshman running back Dallan Hayden becomes the second of Ohio State’s summer enrollees to have his black stripe removed.,2022-08-20
KYION GRAYES SHEDS BLACK STRIPE,Wide receiver Kyion Grayes becomes the sixth member of Ohio State’s freshman class of 2022 to have his black stripe removed.,2022-08-20
HARRISON MOTIVATED TO BE “GAME-CHANGER”,"Zach Harrison views this season as his “last chance” to live up to the hype at Ohio State, and the senior defensive end wants to be a player opponents “circle on the scouting...",2022-08-20
THE X-FACTORS,"Jack Sawyer, Jordan Hancock, Tyleik Williams and Gee Scott Jr. are all among the Buckeyes who could be X-factors in Ohio State's run to a national championship in 2022.",2022-08-20
MIKE HALL SHOWING “CRAZY” POTENTIAL,"Larry Johnson expects ""great things"" from second-year defensive tackle Mike Hall as the Ohio native continues to turn heads in the preseason.",2022-08-19
WHAT '21 CAN TELL US ABOUT '22,"Weirdness exists on the margins, and sometimes it can tell us what to look out for in the future. Here's some of the strangest happenings in OSU football from 2021.",2022-08-19
"SMITH, STROUD DIFFER ON REVENUE SHARING","C.J. Stroud believes student-athletes should share in the revenue generated from the Big Ten's massive new TV rights deal, but Gene Smith says “frankly, they're already getting a...",2022-08-18
"STROUD, QBS TALK DEVELOPMENT","C.J. Stroud said the game has ""been slower"" for him this year as he, Corey Dennis, Kyle McCord and Devin Brown met with reporters Thursday.",2022-08-18
SMITH BELIEVES CFP COULD EXPAND BEFORE ’26,"While the Big Ten will want to ensure its new TV partners get to bid on College Football Playoff rights, Gene Smith doesn’t think that precludes CFP expansion before 2026.",2022-08-18
SMITH LAUDS “HUGE” BIG TEN TV DEAL,Gene Smith expects “high-level excitement” with the Big Ten's “huge” new TV deal and says he would support the conference going divisionless as soon as possible.,2022-08-18
SAFETIES ASKED TO DO MORE THAN EVER,"For Ohio State’s defense to meet the lofty expectations placed on it, the trio of safeties must shoulder a heavier burden than they have in the past.",2022-08-18
“HE DID EVERYTHING TO BECOME A CAPTAIN”,"After tearing his ACL last season, Tyler Friday's leadership and resolve earned him the status of team captain ahead of his fifth year in the program.",2022-08-18
KALEB BROWN LOSES BLACK STRIPE,The top-rated wide receiver in Ohio State's class of 2022 is officially a Buckeye as Kaleb Brown becomes the first of this year’s summer enrollees to shed his black stripe.,2022-08-17
ZAK HERBSTREIT SHEDS BLACK STRIPE,Second-year walk-on tight end Zak Herbstreit is the seventh Buckeye to shed his black stripe in 2022.,2022-08-17
"PART LIES, PART HEART, PART TRUTH, PART GARBAGE",The 2022 Buckeyes are determined to never put themselves through another 11-win Rose Bowl championship nightmare again.,2022-08-17
"CAMP STANDOUTS, PRYOR INJURY IMPACT",We discuss how Evan Pryor’s injury impacts Ohio State’s running back depth and share which Buckeyes impressed us the most during last week’s open practice.,2022-08-17
SCOTT STRIVING TO BE COMPLETE TIGHT END,Gee Scott Jr. wants to be seen as a true tight end – not a receiver who plays tight end – and still believes his position change will lead to success at Ohio State and in the...,2022-08-17
LJ EXPECTS DEEP DL TO HAVE “ALPHA DOG”,"Larry Johnson says he might rotate up to 12 defensive linemen in 2022, but knows it's important for one player to step up and lead the pack.",2022-08-17
JOHNSON STILL “WAY AWAY” FROM RETIREMENT,Larry Johnson is enjoying working with Ohio State’s new defensive coaches and says he plans to continue coaching as long as he still has a passion for it.,2022-08-16
"JOHNSON, D-LINEMEN DISCUSS NEW-LOOK UNIT","Larry Johnson and eight Ohio State defensive linemen met with the media on Tuesday, when they lauded the depth the Buckeyes have created up front this offseason.",2022-08-16
PREDICTION TIME,"As part of our season preview series, here's the 2022 installment of my annual column making five bold predictions for Ohio State's upcoming football season.",2022-08-16
PRYOR OUT WITH KNEE INJURY,"Ohio State running back Evan Pryor has been sidelined by a knee injury, leaving the Buckeyes with only three healthy scholarship running backs.",2022-08-16
RUN GAME “NOT WHAT IT NEEDS TO BE”,Kevin Wilson wasn't overly impressed with what he saw from the Buckeyes' short-yardage run game in Saturday's Ohio State scrimmage.,2022-08-15
“YOU JUST FEEL THE DEFENSIVE PRESENCE”,"Gee Scott Jr. said Ohio State’s defense looked “really good” in Saturday’s scrimmage, and Cade Stover called Jim Knowles the smartest defensive mind he’s ever seen.",2022-08-15
"WILSON, TES DISCUSS TITLE HOPES",Ohio State offensive coordinator Kevin Wilson delves into his goal of winning a national championship and all six scholarship tight ends field questions from reporters.,2022-08-15
GAOTEOTE’S ROLE STILL UNCERTAIN,"Spending time at the Will, Sam and Jack positions, Palaie Gaoteote is ""floating around"" in Jim Knowles' linebacker room as his role for the Buckeyes still seems unclear.",2022-08-15
OHIO STATE’S 2022 ROSTER BY THE NUMBERS,"Ohio State’s 2022 roster includes 14 five-stars and 52 four-star recruits, players from seven different recruiting classes and players from 26 states, Germany and Australia.",2022-08-15
C.J. HICKS LOSES BLACK STRIPE,"The highest-ranked prospect in Ohio State’s 2022 recruiting class, C.J. Hicks had his black stripe removed after the Buckeyes’ scrimmage on Saturday.",2022-08-14
JOHNSON GETTING BACK TO BASICS,Paris Johnson Jr. spent extra time this offseason working on his fundamentals as he prepares for his first year as Ohio State’s left tackle following a year at right guard.,2022-08-14
BUCKEYES NAME SIX CAPTAINS FOR 2022,"Kamryn Babb, C.J. Stroud, Cade Stover, Tommy Eichenberg, Tyler Friday and Kourt Williams are Ohio State’s captains for the 2022 season.",2022-08-13
BABB GETS BLOCK 0,"Fifth-year wide receiver Kamryn Babb is this year’s recipient of Ohio State’s Block 0 jersey, which honors a player who demonstrates toughness, accountability and character.",2022-08-13
"“MAN, CHIP IS A BEAST”","In his first year as a college linebacker, Chip Trayanum is earning second-team reps and superlative praise at Ohio State.",2022-08-13
"HEALTHY PROCTOR, RANSOM DOING DAMAGE","Both suffered leg fractures during the 2021 season, but Josh Proctor and Lathan Ransom are healthy and having an impact on the Buckeye secondary during camp.",2022-08-12
SILVER BULLETS ARE BACK IN PRODUCTION,Ohio State's defense hasn't been consistently elite for the better part of a decade. Can Jim Knowles get them there?,2022-08-12
MICHALSKI POSITIONING HIMSELF WELL AT OT,"Zen Michalski has quickly established himself as one of Ohio State’s top backup offensive tackles, which could lead to a starting job next season if he performs well this year.",2022-08-12
"DAY, KNOWLES, STROUD, HICKMAN PREVIEW YEAR","Jim Knowles discussed how he’ll rotate on defense and C.J. Stroud said the Buckeyes got tougher this offseason as they, Ryan Day and Ronnie Hickman appeared on BTN.",2022-08-11
DOUBLE-DIGIT FAVORITES ALL SEASON,Ohio State is currently favored to win every regular-season game by at least 12.5 points.,2022-08-11
FULL PRACTICE OBSERVATIONS,"Cameron Brown and JK Johnson split first-team cornerback reps, Julian Fleming ran with the starters and more observations from watching a full Ohio State practice.",2022-08-11
PHOTOS FROM OHIO STATE'S SEVENTH PRACTICE,"We've got more than 70 photos of Ohio State's seventh practice of the preseason, including shots of C.J. Stroud, Paris Johnson, Dawand Jones and more.",2022-08-11
"DAY TALKS CB INJURIES, PRESEASON PROGRESS","Ryan Day answered questions about Ohio State's injuries at cornerback, still doesn't have an update on USC transfer Parker Lewis and plenty more at Thursday's presser.",2022-08-11
SLIMMED-DOWN JONES HOPEFUL FOR BIG YEAR,Dawand Jones feels primed for a big year at right tackle after dropping 10 pounds through a modified diet and intense workouts.,2022-08-11
"KNOWLES RAVES ABOUT HICKS, STYLES","Both face an uphill battle to see real playing time in 2022, but five-star freshmen C.J. Hicks and Sonny Styles are impressing coaches and teammates in practice.",2022-08-11
"(1,008) DAYS",Ohio State trounced Michigan in Ann Arbor to close out Ryan Day's first full regular season in Columbus. Very little has felt normal ever since.,2022-08-10
TAKEAWAYS FROM WEEK 1 OF CAMP,We share our biggest takeaways from what we saw and heard during Ohio State’s first week of preseason camp practices and media availabilities.,2022-08-10
"“I WISH HE WOULD HAVE SAID TOP FIVE""","Ryan Day's top-10 expectations for the Buckeye defense in 2022 aren't quite high enough for Jim Knowles, who set an even loftier goal for his unit on Tuesday.",2022-08-10
JYAIRE BROWN SHEDS BLACK STRIPE,"Jyaire Brown was Ohio State's first commitment of the 2022 recruiting class, and now he's shed his black stripe to become an “official“ member of the team.",2022-08-09
"CHAMBERS, EICHENBERG “SOLIDIFYING” JOBS",New Ohio State defensive coordinator Jim Knowles gave further indication Tuesday that Tommy Eichenberg and Steele Chambers will be the Buckeyes’ starting linebackers.,2022-08-09
KNOWLES HAS “LONG-TERM” CONCERNS AT CB,"Five practices into preseason camp, Ohio State's cornerback room is facing injury issues and depth concerns.",2022-08-09
"KNOWLES, LBS DISCUSS HIGH EXPECTATIONS",Jim Knowles said he wants a top-five defense and Teradja Mitchell said the Buckeyes should aim to be No. 1 as Ohio State’s linebackers met the media on Tuesday.,2022-08-09
TRAYANUM LOSES BLACK STRIPE,Ohio State linebacker Chip Trayanum is the latest Buckeye to lose his black stripe.,2022-08-09
WILLIAMS EMBRACING POWER BACK ROLE,Miyan Williams transformed his body over the offseason and has committed himself to become more of a vocal leader ahead of his third season in scarlet and gray.,2022-08-09
DESTINY UNBOUND,"After setting a host of single-season receiving records in 2021, Jaxon Smith-Njigba has a shot to break at least six Ohio State career receiving marks this fall.",2022-08-09
FRYAR READY TO PLAY AFTER ACL RECOVERY,"After tearing his ACL during warmups for last November’s loss at Michigan, Josh Fryar is back on the field and pushing for playing time on Ohio State’s offensive line.",2022-08-08
LAURINAITIS THANKFUL FOR OPPORTUNITY AT ND,Former Ohio State linebacker James Laurinaitis feels grateful for his first coaching opportunity at Notre Dame but knows his team's first test won't be easy.,2022-08-08
OL DISCUSS START OF PRESEASON CAMP,Justin Frye and eight Ohio State offensive linemen met with reporters after Monday’s practice.,2022-08-08
BUCKEYES 2ND IN COACHES POLL,"Ohio State is ranked second in the preseason Coaches Poll behind only Alabama. Notre Dame clocks in at fifth, and Michigan shows up in the sixth spot.",2022-08-08
FLEMING HAVING HIS “BEST OFFSEASON”,"One of seven Ohio State players to earn Iron Buckeye honors this offseason, Julian Fleming has impressed Ryan Day, C.J. Stroud and Brian Hartline with his growth.",2022-08-08
PHOTOS FROM HOTEL CHECK-IN,We've got a photo gallery of various Ohio State players that checked in to the team hotel Sunday as part of preseason camp.,2022-08-07
HIGHLIGHTS FROM HOTEL CHECK-IN,"Paris Johnson Jr. pays tribute to Dwayne Haskins, Jaxon Smith-Njigba wears his brother’s MLB jersey and more highlights from Ohio State’s hotel check-in for camp.",2022-08-07
MARTINEZ “IN THE BEST SHAPE OF MY LIFE”,Cameron Martinez feels ready to play any role in Ohio State’s secondary and/or return punts as he looks to show the world what he can do in his third year as a Buckeye.,2022-08-07
HAYDEN IMPRESSING WITH FULL SPEED APPROACH,"Tony Alford likes what he’s seen from Dallan Hayden so far, though Alford has told the freshman running back to “take a deep breath” as he acclimates to life as a Buckeye.",2022-08-06
"“I’M A WEAPON TO USE""",Evan Pryor is ready to hit the ground running in year two as the redshirt freshman believes he's proven himself worthy of a role in the Ohio State offense in 2022.,2022-08-05
PHOTOS FROM OHIO STATE'S SECOND PRACTICE,"One day after beginning preseason training camp, Ohio State was back at the Woody Hayes Athletic Center Friday for its second practice.",2022-08-05
RUNNING BACKS DISCUSS START OF CAMP,"TreVeyon Henderson, Miyan Williams, Dallan Hayden, Evan Pryor and Tony Alford all met with reporters Friday after Ohio State's second preseason practice.",2022-08-05
VIDEO FROM PRACTICE #2,"Watch some footage of Ohio State wide receivers, tight ends, offensive linemen and more going through drill work at the Buckeyes’ second practice of preseason camp.",2022-08-05
"“THE FIRST STEP IN A LONG, LONG JOURNEY”","Ohio State's first preseason practices are “the first step in a long, long journey” as Ryan Day and the Buckeyes lay the groundwork for the goals they hope to achieve this...",2022-08-05
PHOTOS FROM OHIO STATE'S FIRST PRACTICE,Photos of Ohio State's offensive and defensive linemen along with various summer enrollees.,2022-08-04
DAY HAS “BETTER FEEL” FOR THIS YEAR’S TEAM,Ryan Day is more confident about his team at the start of preseason camp than he was a year ago because the Buckeyes have more returning players with experience.,2022-08-04
“EVERYONE WAS JACKED UP TODAY”,Preseason camp is officially underway at the Woody Hayes Athletic Center and Ryan Day spoke about what he saw from the Buckeyes after their first practice session.,2022-08-04
OBSERVATIONS FROM PRACTICE #1,"Ohio State’s offensive line looked as expected on day one of preseason camp, but Jake Seibert made an unconventional position change from kicker to cornerback.",2022-08-04
DAYS DONATE $1M TO START RESILIENCE FUND,"Ryan Day and his wife donated $1 million to launch the Nina and Ryan Day Resilience Fund, which will help fund Ohio State’s research for maintaining mental wellness.",2022-08-03
PERFECTION'S DIRECTION,"Lies, Heart, Truth and Garbage billow out of college football practice facilities for seven solid months. They all look the same!",2022-08-03
STEELERS SIGN MASTER TEAGUE,Master Teague III gets another shot to make an NFL roster as the former Ohio State running back signs with the Pittsburgh Steelers.,2022-08-03
“I'VE ALWAYS DREAMED OF GAMES LIKE THIS”,Neither Ryan Day nor the Buckeye players are treating their primetime matchup with potential top-10 opponent Notre Dame as if it's “just another game” ahead of the season.,2022-08-03
WHAT IT WILL TAKE TO HAVE A TOP-10 DEFENSE,"Improving against the pass and in the red zone, in particular, would go a long way toward Ohio State's defense realizing Ryan Day's expectations.",2022-08-02
DAY CONCERNED BUT HOPEFUL ABOUT OL DEPTH,"Ryan Day is “feeling better” about Ohio State’s offensive line depth with the strides he’s seen from several players this offseason, but he still needs to see more in...",2022-08-02
BUCKEYES ENCOURAGED BY SUMMER WORKOUTS,"Ohio State’s veteran players say the Buckeyes have stepped up their game in offseason workouts, and Ryan Day says he sees “a different look in their eye.”",2022-08-01
B1G COACHES EXCITED ABOUT EXPANSION,Reactions from the Big Ten head coaches about the conference's expansion efforts were overwhelmingly positive during Big Ten Media Days this week.,2022-07-30
OHIO STATE’S BIGGEST SEASON OPENERS,Ohio State vs. Notre Dame will be the 10th time the Buckeyes have opened the season with a battle of two ranked teams. We take a look back at the previous nine.,2022-07-30
HICKMAN THANKFUL TO BE DEFENSIVE LEADER,Ronnie Hickman has worked through injuries and coaching changes to become a key leader of Ohio State’s defense at safety.,2022-07-29
C.J. STROUD'S SECOND ACT,Ohio State quarterback C.J. Stroud is about to try and follow up one of the greatest opening acts in Ohio State quarterbacking history with something even bigger.,2022-07-29
A LONG-AWAITED RETURN,Only a handful of Michigan's projected 2022 starters were even on the Wolverine roster when the maize and blue last played at Ohio Stadium in 2018.,2022-07-29
WILLIAM WHITE DIES AT 56,"Former Ohio State cornerback William White, a four-year starter for the Buckeyes who was diagnosed with ALS in 2016, died Thursday at the age of 56.",2022-07-28
45 PLAYERS MAKE PICKS FOR NEXT B1G TEAM,"We asked 45 players at Big Ten Media Days which team they think they should join the league next. Notre Dame, Oregon and Alabama were among the top choices.",2022-07-28
STROUD EMBRACING THE SPOTLIGHT,C.J. Stroud has gotten used to the attention that comes with being Ohio State’s starting quarterback and wants to be an inspiration for others.,2022-07-28
PLAYERS PREVIEW SEASON AT B1G MEDIA DAYS,"Jaxon Smith-Njigba, C.J. Stroud, Ronnie Hickman and Ryan Day talked about their national championship aspirations as they met with reporters at Big Ten Media Days.",2022-07-27
“WE EXPECT A TOP-10 DEFENSE”,Ryan Day made it clear at Big Ten Media Days that he’s holding Jim Knowles and the Ohio State defense to a high standard in his first year on the job.,2022-07-27
PARKER LEWIS NOT YET ELIGIBLE FOR BUCKEYES,Ryan Day said Wednesday at Big Ten Media Days that USC transfer kicker Parker Lewis has not yet been cleared to play for Ohio State due to an eligibility issue.,2022-07-27
NOTES FROM RYAN DAY'S HOURLONG INTERVIEW,"Ryan Day asks for ""more structure"" with NIL and transfer policies in college football and provides Buckeye roster updates during his hourlong interview session in Indianapolis.",2022-07-27
"DAY TALKS PROGRESS ON D, NOTRE DAME GAME",Ryan Day and six other head coaches across the conference spoke on stage at Lucas Oil Stadium in Indianapolis for Big Ten Media Days Wednesday.,2022-07-27
DAY’S FIRST INTERVIEW SESSION IN INDY,"Ryan Day discussed what Ohio State has accomplished this summer, the health of Lathan Ransom and Josh Fryar and more in his first Big Ten Media Days interview session.",2022-07-27
SILVER BULLETS BACK?,The Ohio State defense got Jim Tresseled throughout 2021.,2022-07-27
"MCNAMARA, UM STILL BASKING IN OSU WIN","Speaking with members of the media at Big Ten Media Days, Cade McNamara said he was surprised how big the gap was between Michigan and Ohio State in 2021.",2022-07-26
WARREN WANTS B1G TO BE “VERY AGGRESSIVE”,"Kevin Warren believes USC and UCLA will bring “incredible value” to the Big Ten and that the conference could expand further, though it will be “strategic” in doing so.",2022-07-26
RETOOLED OL HOLDS THE KEY,"For Ohio State's elite weapons to shine, a retooled offensive line headlined by Paris Johnson Jr. and Dawand Jones must deliver in run blocking and pass pro.",2022-07-26
BIG TEN MEDIA DAYS PRIMER,"Kevin Warren and Jim Harbaugh will speak to reporters Tuesday while Ryan Day, C.J. Stroud, Jaxon Smith-Njigba and Ronnie Hickman will be in Indianapolis on Wednesday.",2022-07-26
THREE BUCKS NAMED B1G PRESEASON HONOREES,"C.J. Stroud, Jaxon Smith-Njigba and TreVeyon Henderson were all named Big Ten East Division preseason honorees on Monday.",2022-07-25
PRESEASON ALL-BIG TEN PICKS,Our unofficial preseason All-Big Ten team predicts who the conference’s top players at every position will be in 2022.,2022-07-25
J.T. BARRETT HIRED BY LIONS AS COACH,The all-time leader in Big Ten yardage will begin his NFL coaching career as a member of Detroit's offensive staff.,2022-07-23
RUGGLES HAPPY TO BE BACK,Noah Ruggles said his first year at Ohio State “changed my life” and he couldn’t wait to get back to Columbus after taking the spring semester off.,2022-07-23
SPECIAL SKILLS CAMP REWARDING FOR BUCKEYES,Ohio State football players like Jaxon Smith-Njigba and Cade Stover were among the coaches at the ninth annual Special Skills Football Invitational on Friday.,2022-07-22
MADDEN RATINGS FOR EVERY BUCKEYE,"We compiled the ratings for every Ohio State player in Madden NFL 23, led by Nick Bosa (94), Cameron Heyward (93) and Denzel Ward (92).",2022-07-22
ROSSI HOPES TO IMPRESS NFL IN SIXTH YEAR,Mitch Rossi stayed at Ohio State for his extra year of eligibility because he believes it will give him a better chance to play in the NFL than if he had entered this year’s...,2022-07-21
BUCKS WILL BLOW OUT NOTRE DAME,"Malik Harrison says his NFL career has been “everything I dreamed,” and he’s expecting Ohio State to blow out Notre Dame in this year's season opener.",2022-07-21
STORYLINES ENTERING B1G MEDIA DAYS,"We discuss what we could hear at next week’s Big Ten Media Days, take stock of Ohio State’s top-ranked 2023 recruiting class and share some thoughts on alternate uniforms.",2022-07-20
MOST LIKELY CAPTAINS FOR 2022,"Kamryn Babb, Zach Harrison and Teradja Mitchell are returning captains while C.J. Stroud, Jaxon Smith-Njigba and Tommy Eichenberg are top candidates to join them.",2022-07-20
NEW FRESHMEN RECEIVE JERSEY NUMBERS,Ohio State’s summer enrollees have received their initial jersey numbers while six other Buckeyes have also changed their numbers since spring practice.,2022-07-19
MILLER’S CAMP BRINGS LARGE BUCKEYE TURNOUT,A multitude of current and former Buckeyes were at the Woody Hayes Athletic Center on Sunday to coach approximately 225 kids at Braxton Miller’s CHARG1NG camp.,2022-07-19
"STROUD, JSN, HICKMAN ATTENDING MEDIA DAYS","C.J. Stroud, Jaxon Smith-Njigba and Ronnie Hickman will represent Ohio State at this year’s Big Ten Media Days, which will be held next Tuesday and Wednesday (July 26-27).",2022-07-18
THREE BUCKEYES NOMINATED FOR MAXWELL AWARD,"C.J. Stroud, TreVeyon Henderson and Jaxon Smith-Njigba are all on the preseason watch list for the Maxwell Award, making Ohio State the only school with three nominees.",2022-07-18
FIRST-YEAR STARTERS TO WATCH,We project the potential first-year regular starters on both sides of the ball who could play the biggest roles for Ohio State during the 2022 season.,2022-07-18
"STROUD, JSN, HENDERSON, BURKE CASH IN","C.J. Stroud, Jaxon Smith-Njigba, TreVeyon Henderson and Denzel Burke are set to make some bank by way of an NIL deal brokered by The Foundation.",2022-07-17
JAMES WAITING TURN BUT READY TO CONTRIBUTE,"In line to be one of Ohio State’s top backup offensive linemen this year, Jakob James says he’s never doubted he’s in the right place as he’s waited for a chance to play.",2022-07-17
THIS WEEK IN TWITTER,"TreVeyon's Henderson's about to blow up, home football game themes are out, it's bad list season, and Chris Holtmann's squad has assembled in Columbus.",2022-07-16
CANTON MCKINLEY,"We wrap up Buckeye Pipelines with Canton McKinley, a program that has provided Ohio State with 16 talented players, including 2002 captain and national champion Mike Doss.",2022-07-16
"THEME ME UP, BRUTUS","Ohio State will have themed games for the 2022 season, but the current slate of events doesn't go nearly far enough.",2022-07-15
HALL “MAKING GREAT PROGRESS” IN YEAR TWO,"Mike Hall feels like a “different player” this offseason after redshirting his freshman year, and he wowed his Ohio State teammates with his explosiveness this spring.",2022-07-15
SECOND-YEARS KEY TO CHAMPIONSHIP HOPES,"A star-studded crop of second-year players has led Ohio State to national championships before, and the Buckeyes’ sophomore class could make a huge impact in 2022.",2022-07-14
SCARLET-OUT AGAINST IOWA,Ohio State’s themes for its October home games will include a scarlet-out against Iowa and a celebration of Ohio Stadium’s 100 years against Rutgers.,2022-07-13
PICKING OHIO STATE’S TOP PLAYERS,Listen along as we go head-to-head to draft dueling lineups from Ohio State’s 2022 roster and determine who the Buckeyes’ most valuable players are entering the season.,2022-07-13
2022 OHIO STATE FOOTBALL TEAM DRAFT,See who we picked and vote for whose team would win in a hypothetical matchup of Buckeyes vs. Buckeyes featuring lineups drafted from Ohio State’s 2022 roster.,2022-07-13
OSU-WISCONSIN TO BE A BLACKOUT AT THE SHOE,"OSU announced themes for its September home football games Monday, including a celebration of the 2002 national championship team during the season opener.",2022-07-11
MASSILLON,"The history of high school and Ohio State football runs deep in Massillon. Paul Brown, Earle Bruce and Chris Spielman are among the iconic Buckeyes from the historic program.",2022-07-09
PAX OHIO STATE,Ohio State is untouched in the state of Ohio in a way that few other schools can be.,2022-07-08
KICK IN THE DOOR,"There's nothing more American, timeless or predictable than what the B1G just pulled off with its most recent expansion efforts.",2022-07-06
ST. VINCENT-ST. MARY,"A six-time state champion, St. Vincent-St. Mary has produced Parris Campbell, Doran Grant and 13 other Ohio State football players as well as LeBron James and Malaki Branham.",2022-07-02
HOW B1G EXPANSION COULD IMPACT OSU,"The Big Ten's addition of USC and UCLA gives OSU another blue-chip competitor for conference titles, more trips to the Rose Bowl and increased recruiting access in California.",2022-07-02
"SMITH ADDRESSES B1G ADDITION OF USC, UCLA",OSU athletic director Gene Smith and president Kristina Johnson addressed the Big Ten's addition of USC and UCLA at a press conference on Friday morning.,2022-07-01
INHERIT THE WIND,Ohio State faces no downside to being known as the premier manufacturing facility for NFL pass-catchers.,2022-06-29
MCLAURIN GETS PAID,Terry McLaurin inks a three-year contract extension with Washington that is worth up to $71 million and includes a whopping $28 million signing bonus.,2022-06-28
