attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Great American,II,199,"[7, 0, 0, 6]",13.0,,,,Southeastern Oklahoma,True,True,,,Great American,II,2264,"[7, 10, 7, 14]",38.0,,,,Harding,401431409,False,,2022,regular,2022-09-11T00:00:00.000Z,False,First Security Stadium,5885.0,2
,SWAC,FCS,2504,"[7, 6, 0, 0]",13.0,0.198460918593138,,,Prairie View,True,False,6.7272190304,,Western Athletic,FCS,2000,"[7, 0, 0, 14]",21.0,0.8015390814068619,,,Abilene Christian,401418783,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Wildcat Stadium (TX),5440.0,2
,Northwest,III,415,"[7, 14, 0, 21]",42.0,,,,George Fox University,True,False,,,American Southwest,III,2758,"[7, 3, 7, 22]",39.0,,,,Howard Payne,401430997,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Gordon Wood Stadium,5857.0,2
,Rocky Mountain,II,2001,"[3, 3, 6, 7]",19.0,,,,Adams State,True,False,,,Lone Star,II,2704,"[10, 10, 7, 7]",34.0,,,,West Texas A&M,401431912,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Rex Stadium,5866.0,2
,Mountain West,FBS,62,"[0, 0, 3, 7]",10.0,0.0010286035374773,1145.0,1188.0,Hawai'i,True,False,2.1016581778,,Big Ten,FBS,130,"[21, 21, 0, 14]",56.0,0.9989713964625226,1961.0,1918.0,Michigan,401405077,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Michigan Stadium,3558.0,2
,Big Sky,FCS,70,"[0, 10, 0, 12]",22.0,0.195159120094561,,,Idaho,True,False,5.3591594659,,Big Ten,FBS,84,"[0, 0, 23, 12]",35.0,0.804840879905439,1340.0,1340.0,Indiana,401405075,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Memorial Stadium,3830.0,2
,Minnesota,III,2152,"[7, 14, 14, 7]",42.0,,,,Concordia (MN),True,False,,,,,597,"[7, 0, 6, 0]",13.0,,,,Presentation College,401431234,True,,2022,regular,2022-09-11T00:00:00.000Z,False,Swisher Field,3951.0,2
,ACC,FBS,103,"[0, 3, 7, 0]",10.0,0.0103853872649474,1398.0,1438.0,Boston College,True,True,4.648108288,,ACC,FBS,259,"[10, 7, 7, 3]",27.0,0.9896146127350526,1451.0,1411.0,Virginia Tech,401411108,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Lane Stadium,3799.0,2
,Western Athletic,FCS,2627,"[0, 7, 10, 0]",17.0,0.0010938928011582,,,Tarleton State,True,False,3.11130717,,Big 12,FBS,2628,"[21, 17, 14, 7]",59.0,0.9989061071988418,1505.0,1505.0,TCU,401404067,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Amon G. Carter Stadium,3616.0,2
,Big Sky,FCS,304,"[7, 0, 0, 0]",7.0,0.0196986316150497,,,Idaho State,True,False,4.7549314128,,Mountain West,FBS,21,"[14, 7, 3, 14]",38.0,0.9803013683849504,1474.0,1474.0,San Diego State,401413257,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Snapdragon Stadium,7311.0,2
,American Southwest,III,2834,"[0, 7, 0, 7]",14.0,,,,Sul Ross State,True,False,,,Lone Star,II,2658,"[9, 3, 9, 14]",35.0,,,,Texas A&M-Kingsville,401431007,False,,2022,regular,2022-09-11T00:00:00.000Z,False,Javelina Stadium,6076.0,2
,Big Sky,FCS,331,"[0, 7, 7, 0]",14.0,0.001050660000345,,,Eastern Washington,True,False,2.443849706,,Pac-12,FBS,2483,"[14, 28, 21, 7]",70.0,0.998949339999655,1467.0,1467.0,Oregon,401403978,False,,2022,regular,2022-09-11T00:30:00.000Z,False,Autzen Stadium,3626.0,2
,Lone Star,II,2703,"[3, 10, 0, 0]",13.0,,,,Western New Mexico,True,False,,,Lone Star,II,2120,"[3, 7, 7, 7]",24.0,,,,Central Washington,401431592,False,,2022,regular,2022-09-11T01:00:00.000Z,False,Tomlinson Stadium,5879.0,2
,FBS Independents,FBS,166,"[0, 0, 6, 7]",13.0,0.5039462039853808,1138.0,1140.0,New Mexico State,True,False,5.4468553774,,Conference USA,FBS,2638,"[3, 14, 3, 0]",20.0,0.4960537960146192,1288.0,1286.0,UTEP,401426552,False,,2022,regular,2022-09-11T01:00:00.000Z,False,Sun Bowl Stadium,3946.0,2
,Rocky Mountain,II,2123,"[0, 7, 0, 3]",10.0,0.0269992818271217,,,Chadron State,True,False,7.28908496,,Western Athletic,FCS,3101,"[7, 0, 21, 28]",56.0,0.9730007181728784,,,Utah Tech,401420856,False,,2022,regular,2022-09-11T01:00:00.000Z,False,Greater Zion Stadium,3745.0,2
,So. Cal.,III,411,"[7, 14, 14, 7]",42.0,,,,Chapman,True,True,,,So. Cal.,III,2094,"[7, 7, 14, 13]",41.0,,,,Cal Lutheran,401439548,False,,2022,regular,2022-09-11T02:00:00.000Z,False,William Rolland Stadium,5811.0,2
,So. Cal.,III,29,"[0, 14, 6, 0]",20.0,,,,Redlands,True,True,,,So. Cal.,III,2923,"[7, 0, 0, 14]",21.0,,,,Pomona-Pitzer,401432831,False,,2022,regular,2022-09-11T02:00:00.000Z,False,Merritt Field,6103.0,2
,Big 12,FBS,239,"[0, 6, 7, 7, 0, 0]",20.0,0.3824803286233491,1683.0,1690.0,Baylor,True,False,9.0953602799,,FBS Independents,FBS,252,"[3, 7, 10, 0, 0, 6]",26.0,0.6175196713766509,1692.0,1685.0,BYU,401404062,False,,2022,regular,2022-09-11T02:15:00.000Z,False,LaVell Edwards Stadium,3801.0,2
,Pac-12,FBS,204,"[7, 7, 7, 14]",35.0,0.8658309655562799,1597.0,1593.0,Oregon State,True,False,7.4268814616,,Mountain West,FBS,278,"[7, 6, 10, 9]",32.0,0.1341690344437201,1586.0,1590.0,Fresno State,401403979,False,,2022,regular,2022-09-11T02:30:00.000Z,False,Bulldog Stadium,3660.0,2
,SEC,FBS,344,"[15, 3, 7, 14]",39.0,0.9978874199619866,1617.0,1583.0,Mississippi State,True,False,5.0176472013,,Pac-12,FBS,12,"[7, 3, 7, 0]",17.0,0.0021125800380134,1343.0,1377.0,Arizona,401403875,False,,2022,regular,2022-09-11T03:00:00.000Z,False,Arizona Stadium,3619.0,2
,SIAC,II,2542,"[0, 0, 0, 6]",6.0,,,,Savannah State,True,True,,,SIAC,II,490,"[0, 0, 10, 14]",24.0,,,,Benedict College,401432341,False,,2022,regular,2022-09-15T23:30:00.000Z,False,Charlie W. Johnson Stadium,5875.0,3
,Independent DII,II,126086,"[0, 6, 0, 0]",6.0,,,,Post University,True,False,,,Northeast 10,II,2060,"[28, 0, 14, 7]",49.0,,,,Bentley,401455576,False,,2022,regular,2022-09-16T22:00:00.000Z,False,Bentley University Football Stadium,5876.0,3
,MSCAC,III,2843,"[3, 24, 7, 0]",34.0,,,,Western Connecticut State,True,True,,,MSCAC,III,2909,"[0, 7, 13, 0]",20.0,,,,Westfield State,401441953,False,,2022,regular,2022-09-16T23:00:00.000Z,False,"Alumni Field (Westfield, MA)",6144.0,3
,Empire 8,III,3110,"[0, 7, 3, 7]",17.0,,,,Morrisville State,True,False,,,Liberty League,III,2779,"[0, 9, 0, 6]",15.0,,,,St Lawrence,401445129,False,,2022,regular,2022-09-16T23:00:00.000Z,False,Leckonby Stadium,6113.0,3
,Northeast 10,II,2487,"[0, 14, 6, 7]",27.0,,,,Pace,True,True,,,Northeast 10,II,2583,"[0, 0, 0, 7]",7.0,,,,Southern Connecticut State,401444113,False,,2022,regular,2022-09-16T23:00:00.000Z,False,Jess Dow Field,6071.0,3
,NEC,FCS,2771,"[0, 7, 6, 8, 0]",21.0,0.248976626135851,,,Merrimack,True,False,7.3675784431,,Ivy,FCS,108,"[0, 7, 0, 14, 7]",28.0,0.751023373864149,,,Harvard,401435074,False,,2022,regular,2022-09-16T23:00:00.000Z,False,Harvard Stadium,3750.0,3
,ACC,FBS,52,"[14, 0, 7, 14]",35.0,0.7386926127682116,1511.0,1504.0,Florida State,True,True,8.9194531138,,ACC,FBS,97,"[14, 7, 0, 10]",31.0,0.2613073872317884,1499.0,1506.0,Louisville,401411109,False,,2022,regular,2022-09-16T23:30:00.000Z,False,Papa John's Cardinal Stadium,3873.0,3
,Mountain West,FBS,2005,"[0, 0, 7, 7]",14.0,0.696494312182308,1690.0,1695.0,Air Force,True,True,6.840130195,,Mountain West,FBS,2751,"[3, 7, 0, 7]",17.0,0.303505687817692,1416.0,1411.0,Wyoming,401415217,False,,2022,regular,2022-09-17T00:00:00.000Z,False,War Memorial Stadium,3984.0,3
,Southern,FCS,2747,"[0, 0, 0, 7]",7.0,0.0150243805404496,,,Wofford,True,False,1.3989862264,,ACC,FBS,259,"[3, 17, 0, 7]",27.0,0.9849756194595504,1446.0,1446.0,Virginia Tech,401411114,False,,2022,regular,2022-09-17T15:00:00.000Z,False,Lane Stadium,3799.0,3
,GLIAC,II,128,"[7, 7, 7, 0]",21.0,,,,Northern Michigan,True,True,,,GLIAC,II,110254,"[14, 7, 10, 0]",31.0,,,,Davenport,401431816,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Farmers Insurance Athletic Complex,5934.0,3
,Commonwealth Coast,III,40,"[13, 0, 13, 7]",33.0,,,,Curry,True,False,,,ECFC,III,110438,"[6, 6, 0, 13]",25.0,,,,Dean College,401431042,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Dale Lippert Field,5831.0,3
,ECFC,III,3162,"[0, 10, 0, 7]",17.0,,,,Alfred State College,True,False,,,Commonwealth Coast,III,2280,"[3, 7, 0, 13]",23.0,,,,Husson,401431052,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Dr. John W. Winkin Sports Complex,3995.0,3
,SEC,FBS,61,"[14, 10, 21, 3]",48.0,0.9996673172990316,2121.0,2070.0,Georgia,True,True,0.4993631667,,SEC,FBS,2579,"[0, 0, 0, 7]",7.0,0.0003326827009684,1470.0,1521.0,South Carolina,401403888,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Williams-Brice Stadium,3994.0,3
,Western Athletic,FCS,2000,"[3, 0, 7, 7]",17.0,,,,Abilene Christian,True,False,,,SEC,FBS,142,"[14, 3, 14, 3]",34.0,,1405.0,1405.0,Missouri,401403887,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Faurot Field,3838.0,3
,Mountain East,II,341,"[7, 10, 10, 7]",34.0,,,,Frostburg State,True,True,,,Mountain East,II,2128,"[0, 14, 7, 7]",28.0,,,,Charleston (WV),401432102,False,,2022,regular,2022-09-17T16:00:00.000Z,False,University of Charleston Stadium,5121.0,3
,Great Lakes,II,2825,"[0, 2, 12, 14]",28.0,,,,Quincy,True,False,,,Great Midwest Athletic,II,2682,"[3, 7, 3, 0]",13.0,,,,Walsh,401431519,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Tom Benson Hall of Fame Stadium,3718.0,3
,Pennsylvania State Athletic,II,2858,"[0, 10, 7, 6, 0]",23.0,,,,California (PA),True,True,,,Pennsylvania State Athletic,II,2974,"[6, 7, 0, 10, 3]",26.0,,,,Shepherd,401432989,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Ram Stadium (WV),5133.0,3
,Pennsylvania State Athletic,II,2071,"[0, 7, 10, 0, 3]",20.0,,,,Bloomsburg,True,True,,,Pennsylvania State Athletic,II,2205,"[3, 7, 0, 7, 6]",23.0,,,,Edinboro,401432978,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Sox Harrison Stadium,4440.0,3
,SIAC,II,2119,"[0, 7, 14, 2]",23.0,,,,Central State,True,False,,,Independent DII,II,124180,"[7, 7, 7, 6]",27.0,,,,Bluefield,401433150,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Mitchell Stadium,6221.0,3
,Mountain East,II,2699,"[7, 7, 3, 0]",17.0,,,,West Liberty,True,True,,,Mountain East,II,587,"[7, 14, 10, 3]",34.0,,,,Notre Dame College,401432128,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Mueller Field,6063.0,3
,SIAC,II,2013,"[14, 7, 14, 7]",42.0,,,,Albany State (GA),True,False,,,Gulf South,II,2560,"[7, 7, 0, 6]",20.0,,,,Shorter,401431842,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Barron Stadium,4015.0,3
,CIAA,II,2736,"[10, 0, 0, 7]",17.0,,,,Winston-Salem,True,True,,,CIAA,II,2207,"[0, 0, 7, 13]",20.0,,,,Elizabeth City State,401429862,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Roebuck Stadium,5941.0,3
,Pennsylvania State Athletic,II,223,"[7, 10, 7, 5]",29.0,,,,West Chester,True,True,,,Pennsylvania State Athletic,II,367,"[3, 20, 0, 0]",23.0,,,,Gannon,401433058,False,,2022,regular,2022-09-17T16:00:00.000Z,False,McConnell Family Stadium,4441.0,3
,Pennsylvania State Athletic,II,2315,"[3, 14, 26, 7]",50.0,,,,Kutztown,True,True,,,Pennsylvania State Athletic,II,2385,"[7, 17, 0, 7]",31.0,,,,Mercyhurst,401433014,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Saxon Stadium,4428.0,3
,Pennsylvania State Athletic,II,2188,"[3, 6, 3, 10]",22.0,,,,East Stroudsburg,True,True,,,Pennsylvania State Athletic,II,611,"[0, 0, 7, 0]",7.0,,,,Seton Hill College,401433038,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Offutt Field,3859.0,3
,Great Lakes,II,2586,"[14, 14, 7, 0]",35.0,,,,Southwest Baptist,True,False,,,Great Midwest Athletic,II,2224,"[7, 21, 14, 10]",52.0,,,,Findlay,401431812,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Donnell Stadium,3698.0,3
,Conference USA,FBS,98,"[7, 10, 7, 6, 0]",30.0,0.8230749507395136,1712.0,1719.0,Western Kentucky,True,False,9.6885125186,,Big Ten,FBS,84,"[3, 7, 3, 17, 3]",33.0,0.1769250492604863,1342.0,1335.0,Indiana,401426563,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Memorial Stadium,3830.0,3
,NEC,FCS,112358,"[7, 3, 0, 0]",10.0,0.0010438332990883,,,Long Island University,True,False,1.3295036657,,Mid-American,FBS,2309,"[7, 28, 14, 14]",63.0,0.9989561667009116,1252.0,1252.0,Kent State,401416603,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Dix Stadium,3696.0,3
,American Athletic,FBS,2132,"[7, 17, 7, 7]",38.0,,1795.0,1781.0,Cincinnati,True,False,,,Mid-American,FBS,193,"[10, 7, 0, 0]",17.0,,1459.0,1473.0,Miami (OH),401415623,True,,2022,regular,2022-09-17T16:00:00.000Z,False,Paul Brown Stadium,3874.0,3
,MVFC,FCS,79,"[0, 14, 3, 14]",31.0,0.4538498750317402,,,Southern Illinois,True,False,7.9892563073,,Big Ten,FBS,77,"[7, 7, 0, 10]",24.0,0.5461501249682598,1357.0,1357.0,Northwestern,401405083,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Ryan Field,3911.0,3
,FBS Independents,FBS,41,"[0, 0, 0, 0]",0.0,0.0010407330103407,1012.0,1075.0,Connecticut,True,False,1.0322351066,,Big Ten,FBS,130,"[17, 21, 7, 14]",59.0,0.9989592669896592,2024.0,1961.0,Michigan,401404149,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Michigan Stadium,3558.0,3
,CAA,FCS,222,"[7, 0, 3, 0]",10.0,0.0012147921745397,,,Villanova,True,False,2.2446396267,,FBS Independents,FBS,349,"[14, 7, 7, 21]",49.0,0.9987852078254602,1527.0,1527.0,Army,401404136,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Blaik Field at Michie Stadium,3841.0,3
,Sun Belt,FBS,326,"[0, 7, 0, 0]",7.0,0.0013858421179786,1249.0,1299.0,Texas State,True,False,1.6058033347,,Big 12,FBS,239,"[7, 14, 7, 14]",42.0,0.9986141578820212,1733.0,1683.0,Baylor,401404071,False,,2022,regular,2022-09-17T16:00:00.000Z,False,McLane Stadium,4727.0,3
,Big 12,FBS,201,"[14, 21, 14, 0]",49.0,0.9966377376202632,1884.0,1811.0,Oklahoma,True,False,2.042123513,,Big Ten,FBS,158,"[7, 0, 0, 7]",14.0,0.0033622623797369,1523.0,1596.0,Nebraska,401404070,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Memorial Stadium,3834.0,3
,Big Ten,FBS,2509,"[6, 3, 0, 20]",29.0,0.7151610238005057,1629.0,1631.0,Purdue,True,False,11.4428808395,,ACC,FBS,183,"[3, 0, 7, 22]",32.0,0.2848389761994943,1539.0,1537.0,Syracuse,401405084,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Carrier Dome,1964.0,3
,,,3178,"[0, 14, 0, 0]",14.0,,,,Ave Maria,True,False,,,New Jersey,III,2532,"[7, 7, 14, 14]",42.0,,,,Salisbury,401450193,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Sea Gull Stadium,6114.0,3
,Pennsylvania State Athletic,II,215,"[14, 14, 7, 10]",45.0,,,,Slippery Rock,True,True,,,Pennsylvania State Athletic,II,210,"[7, 0, 7, 0]",14.0,,,,Millersville,401433031,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Chryst Field at Biemesderfer Stadium,4431.0,3
,Centennial,III,2422,"[0, 7, 14, 7]",28.0,,,,Muhlenberg,True,True,,,Centennial,III,2667,"[0, 21, 7, 7]",35.0,,,,Ursinus,401443111,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Patterson Field,6136.0,3
,North Coast,III,83,[],44.0,,,,DePauw,True,True,,,North Coast,III,2274,[],0.0,,,,Hiram,401432573,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Charles A. Henry Field,5855.0,3
,NEWMAC,III,2557,"[7, 0, 6, 20]",33.0,,,,Coast Guard,True,False,,,Commonwealth Coast,III,2884,"[10, 6, 12, 9]",37.0,,,,Nichols,401438608,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Vendetti Field,5637.0,3
,ECFC,III,417,"[7, 6, 14, 7]",34.0,,,,Gallaudet,True,False,,,Commonwealth Coast,III,111675,"[0, 10, 14, 7]",31.0,,,,University of New England,401431061,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Blue Storm Stadium,6135.0,3
,Michigan,III,2790,"[7, 14, 21, 7]",49.0,,,,Albion,True,False,,,Heartland,III,86,"[7, 3, 0, 7]",17.0,,,,Rose-Hulman,401431145,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Cook Stadium,6111.0,3
,Old Dominion,III,2079,"[14, 20, 0, 14]",48.0,,,,Bridgewater (VA),True,False,,,USA South,III,286,"[0, 7, 0, 0]",7.0,,,,NC Wesleyan,401432881,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Bishop Stadium,6092.0,3
,Empire 8,III,2781,"[3, 13, 7, 0]",23.0,,,,Brockport State (NY),True,False,,,Liberty League,III,184,"[0, 3, 0, 0]",3.0,,,,Rochester,401435093,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Edwin Fauver Stadium,3717.0,3
,Mid Atlantic,III,388,"[7, 0, 0, 7, 3]",17.0,,,,Lebanon Valley,True,True,,,Mid Atlantic,III,2221,"[0, 14, 0, 0, 0]",14.0,,,,FDU-Florham,401438634,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Robert T. Shields Field,5842.0,3
,MSCAC,III,402,"[14, 7, 14, 21]",56.0,,,,Worcester State College,True,True,,,MSCAC,III,114,"[0, 3, 0, 7]",10.0,,,,Fitchburg State,401438651,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Elliot Field Athletic Complex,5845.0,3
,Mid Atlantic,III,2969,"[14, 0, 7, 6]",27.0,,,,Misericordia,True,True,,,Mid Atlantic,III,2015,"[7, 0, 14, 0]",21.0,,,,Albright,401443117,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Gene L. Shirk Stadium,5127.0,3
,Northwest,III,2930,"[14, 10, 7, 0]",31.0,,,,Willamette,True,False,,,North Coast,III,125974,"[14, 0, 0, 6]",20.0,,,,Hilbert College,401438682,True,,2022,regular,2022-09-17T16:00:00.000Z,False,,,3
,MVFC,FCS,2754,"[0, 0, 0, 0]",0.0,0.0012551172191533,,,Youngstown State,True,False,1.4956196619,,SEC,FBS,96,"[0, 21, 7, 3]",31.0,0.9987448827808466,1731.0,1731.0,Kentucky,401403884,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Commonwealth Stadium,3683.0,3
,NEC,FCS,2529,"[0, 2, 0, 7]",9.0,,,,Sacred Heart,True,False,,,MEAC,FCS,2415,"[3, 7, 14, 0]",24.0,,,,Morgan State,401420779,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Hughes Stadium,3762.0,3
,MSCAC,III,18,"[7, 14, 7, 6]",34.0,,,,Bridgewater State,True,True,,,MSCAC,III,2972,"[0, 14, 14, 13]",41.0,,,,Plymouth State,401444591,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Charles L. Currier Memorial Field,3690.0,3
,NESCAC,III,348,"[0, 0, 6, 7]",13.0,,,,Hamilton,True,True,,,NESCAC,III,340,"[14, 14, 0, 13]",41.0,,,,Bowdoin,401445213,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Whittier Field,5806.0,3
,CAA,FCS,257,"[7, 13, 7, 3]",30.0,0.9987435878142812,,,Richmond,True,False,1.8471868006,,Patriot,FCS,2329,"[0, 0, 6, 0]",6.0,0.0012564121857186,,,Lehigh,401422998,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Goodman Stadium,3741.0,3
,New Jersey,III,2818,"[7, 17, 0, 7]",31.0,,,,Montclair State,True,False,,,Commonwealth Coast,III,2776,"[7, 0, 0, 7]",14.0,,,,Salve Regina,401438615,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Toppa Field,6115.0,3
,Mid Atlantic,III,2725,"[0, 7, 7, 6]",20.0,,,,Widener,True,True,,,Mid Atlantic,III,398,"[7, 13, 14, 10]",44.0,,,,Wilkes,401444120,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Schmidt Stadium,3920.0,3
,Empire 8,III,2782,"[28, 21, 7, 10]",66.0,,,,SUNY Cortland,True,False,,,Liberty League,III,2085,"[0, 0, 0, 7]",7.0,,,,Buffalo State,401441942,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Coyer Field,5810.0,3
,Liberty League,III,237,"[7, 7, 0, 7]",21.0,,,,Union,True,False,,,NEWMAC,III,81,"[3, 3, 0, 0]",6.0,,,,Springfield,401439528,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Stagg Field,6119.0,3
,New Jersey,III,2442,"[7, 0, 0, 0]",7.0,,,,College of New Jersey,True,False,,,Commonwealth Coast,III,452,"[0, 7, 14, 7]",28.0,,,,Endicott College,401450198,False,,2022,regular,2022-09-17T16:00:00.000Z,False,Hempstead Stadium,3709.0,3
,Big South,FCS,2803,"[7, 3, 14, 7, 7, 0]",38.0,,,,Bryant,True,False,,,Ivy,FCS,225,"[3, 0, 7, 21, 7, 6]",44.0,,,,Brown,401415186,False,,2022,regular,2022-09-17T16:30:00.000Z,False,Brown Stadium,3656.0,3
,SIAC,II,2310,"[0, 3, 0, 0]",3.0,,,,Kentucky State,True,False,,,Pioneer,FCS,2168,"[7, 3, 22, 14]",46.0,,,,Dayton,401438171,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Welcome Stadium,3988.0,3
,Great Lakes,II,2654,"[0, 0, 7, 14]",21.0,,,,Truman State,True,False,,,Great Midwest Athletic,II,2273,"[6, 7, 0, 0]",13.0,,,,Hillsdale,401431527,False,,2022,regular,2022-09-17T17:00:00.000Z,False,"Frank ""Muddy"" Waters Stadium",3729.0,3
,Mountain East,II,2986,"[6, 14, 3, 6]",29.0,,,,Fairmont State,True,True,,,Mountain East,II,2707,"[7, 7, 13, 7]",34.0,,,,WV State,401438181,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Dickerson Stadium,5785.0,3
,Centennial,III,2175,"[14, 7, 0, 14]",35.0,,,,Dickinson,True,True,,,Centennial,III,2248,"[0, 3, 6, 0]",9.0,,,,Gettysburg,401446233,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Shirk Field at Musselman Stadium,5851.0,3
,Old Dominion,III,2688,"[6, 10, 14, 7]",37.0,,,,Washington & Lee,True,False,,,USA South,III,291,"[7, 7, 0, 0]",14.0,,,,Methodist,401432735,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Monarch Stadium,5998.0,3
,Pennsylvania State Athletic,II,2291,"[14, 14, 9, 7]",44.0,,,,Indiana (PA),True,True,,,Pennsylvania State Athletic,II,2559,"[0, 0, 14, 7]",21.0,,,,Shippensburg,401433007,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Seth Grove Stadium,4429.0,3
,GLIAC,II,129,[],35.0,,,,Saginaw Valley,True,True,,,Great Midwest Athletic,II,2886,[],14.0,,,,Northwood (MI),401431552,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Hantz Stadium,3747.0,3
,Northern Sun,II,2043,"[14, 7, 10, 0]",31.0,,,,Augustana (SD),True,True,,,Northern Sun,II,2817,"[0, 0, 0, 7]",7.0,,,,Minnesota St-Moorhead,401432414,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Scheels Field at Nemzek Stadium,3606.0,3
,Mid-American,FBS,2084,"[6, 10, 3, 7]",26.0,0.0010689552114225,1345.0,1344.0,Buffalo,True,False,7.4325211566,,Sun Belt,FBS,324,"[7, 7, 3, 21]",38.0,0.9989310447885774,1656.0,1657.0,Coastal Carolina,401416601,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Brooks Stadium,3654.0,3
,South Atlantic,II,2444,"[10, 3, 7, 0, 0, 6]",26.0,,,,Newberry,True,False,,,South Atlantic,II,2213,"[7, 3, 7, 3, 0, 3]",23.0,,,,Emory & Henry,401432700,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Fred Selfe Stadium at Nicewonder Field,5840.0,3
,South Atlantic,II,122666,"[7, 7, 16, 10]",40.0,,,,Barton College,True,False,,,South Atlantic,II,2842,"[7, 7, 0, 6]",20.0,,,,UVA-Wise,401433108,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Carl Smith Stadium,6033.0,3
,New Jersey,III,2871,"[3, 17, 3, 10]",33.0,,,,Kean,True,False,,,NEWMAC,III,2108,"[7, 0, 7, 0]",14.0,,,,Catholic University,401435133,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Cardinal Stadium (DC),6202.0,3
,Mountain East,II,112335,"[21, 14, 14, 7]",56.0,,,,Wheeling Jesuit,True,True,,,Mountain East,II,2017,"[10, 10, 14, 7]",41.0,,,,Alderson-Broaddus,401432092,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Multi-Sport Performance Stadium,4421.0,3
,Presidents',III,146,"[3, 10, 7, 13]",33.0,,,,Grove City College,True,True,,,Presidents',III,2102,"[17, 6, 0, 17]",40.0,,,,Carnegie Mellon,401432750,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Gesling Stadium,5814.0,3
,Ivy,FCS,163,"[7, 15, 10, 7]",39.0,0.9851548025748552,,,Princeton,True,False,1.3933445923,,Pioneer,FCS,56,"[7, 7, 0, 0]",14.0,0.0148451974251448,,,Stetson,401423413,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Spec Martin Municipal Stadium,4416.0,3
,Big Sky,FCS,149,"[14, 7, 14, 14]",49.0,,,,Montana,True,False,,,MVFC,FCS,282,"[7, 0, 0, 7]",14.0,,,,Indiana State,401413335,False,,2022,regular,2022-09-17T17:00:00.000Z,False,Memorial Stadium,3829.0,3
